Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2516,Oats,2014,2014,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2516,Oats,2014,2014,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2516,Oats,2014,2014,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2516,Oats,2015,2015,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2516,Oats,2015,2015,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2516,Oats,2015,2015,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2516,Oats,2016,2016,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2516,Oats,2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2516,Oats,2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2516,Oats,2017,2017,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2516,Oats,2017,2017,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2516,Oats,2017,2017,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2516,Oats,2018,2018,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2516,Oats,2018,2018,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2516,Oats,2018,2018,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2516,Oats,2019,2019,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2516,Oats,2019,2019,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2516,Oats,2019,2019,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2516,Oats,2020,2020,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2516,Oats,2020,2020,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2516,Oats,2020,2020,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2516,Oats,2021,2021,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2516,Oats,2021,2021,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2516,Oats,2021,2021,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2516,Oats,2022,2022,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2516,Oats,2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2516,Oats,2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2516,Oats,2023,2023,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2516,Oats,2023,2023,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2516,Oats,2023,2023,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2517,Millet and products,2010,2010,kg/cap,0.75,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2517,Millet and products,2010,2010,g/cap/d,0.18,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2517,Millet and products,2010,2010,g/cap/d,0.07,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2517,Millet and products,2011,2011,kg/cap,0.8,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2517,Millet and products,2011,2011,g/cap/d,0.2,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2517,Millet and products,2011,2011,g/cap/d,0.08,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2517,Millet and products,2012,2012,kg/cap,0.67,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2517,Millet and products,2012,2012,g/cap/d,0.16,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2517,Millet and products,2012,2012,g/cap/d,0.07,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2517,Millet and products,2013,2013,kg/cap,0.63,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2517,Millet and products,2013,2013,g/cap/d,0.15,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2517,Millet and products,2013,2013,g/cap/d,0.06,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2517,Millet and products,2014,2014,kg/cap,0.64,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2517,Millet and products,2014,2014,g/cap/d,0.16,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2517,Millet and products,2014,2014,g/cap/d,0.06,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2517,Millet and products,2015,2015,kg/cap,0.69,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2517,Millet and products,2015,2015,g/cap/d,0.17,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2517,Millet and products,2015,2015,g/cap/d,0.07,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2517,Millet and products,2016,2016,kg/cap,0.64,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2517,Millet and products,2016,2016,g/cap/d,0.16,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2517,Millet and products,2016,2016,g/cap/d,0.06,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2517,Millet and products,2017,2017,kg/cap,0.69,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2517,Millet and products,2017,2017,g/cap/d,0.17,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2517,Millet and products,2017,2017,g/cap/d,0.07,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2517,Millet and products,2018,2018,kg/cap,0.71,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2517,Millet and products,2018,2018,g/cap/d,0.17,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2517,Millet and products,2018,2018,g/cap/d,0.07,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2517,Millet and products,2019,2019,kg/cap,0.74,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2517,Millet and products,2019,2019,g/cap/d,0.18,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2517,Millet and products,2019,2019,g/cap/d,0.07,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2517,Millet and products,2020,2020,kg/cap,0.48,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2517,Millet and products,2020,2020,g/cap/d,0.12,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2517,Millet and products,2020,2020,g/cap/d,0.05,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2517,Millet and products,2021,2021,kg/cap,0.42,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2517,Millet and products,2021,2021,g/cap/d,0.1,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2517,Millet and products,2021,2021,g/cap/d,0.04,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2517,Millet and products,2022,2022,kg/cap,0.47,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2517,Millet and products,2022,2022,g/cap/d,0.12,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2517,Millet and products,2022,2022,g/cap/d,0.05,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2517,Millet and products,2023,2023,kg/cap,0.52,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2517,Millet and products,2023,2023,g/cap/d,0.13,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2517,Millet and products,2023,2023,g/cap/d,0.05,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2518,Sorghum and products,2010,2010,kg/cap,0.73,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2518,Sorghum and products,2010,2010,g/cap/d,0.18,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2518,Sorghum and products,2010,2010,g/cap/d,0.05,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2518,Sorghum and products,2011,2011,kg/cap,0.59,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2518,Sorghum and products,2011,2011,g/cap/d,0.15,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2518,Sorghum and products,2011,2011,g/cap/d,0.04,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2518,Sorghum and products,2012,2012,kg/cap,0.52,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2518,Sorghum and products,2012,2012,g/cap/d,0.13,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2518,Sorghum and products,2012,2012,g/cap/d,0.03,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2518,Sorghum and products,2013,2013,kg/cap,0.49,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2518,Sorghum and products,2013,2013,g/cap/d,0.12,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2518,Sorghum and products,2013,2013,g/cap/d,0.03,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2518,Sorghum and products,2014,2014,kg/cap,0.47,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2518,Sorghum and products,2014,2014,g/cap/d,0.12,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2518,Sorghum and products,2014,2014,g/cap/d,0.03,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2518,Sorghum and products,2015,2015,kg/cap,0.74,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2518,Sorghum and products,2015,2015,g/cap/d,0.19,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2518,Sorghum and products,2015,2015,g/cap/d,0.05,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2518,Sorghum and products,2016,2016,kg/cap,1.13,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2518,Sorghum and products,2016,2016,g/cap/d,0.29,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2518,Sorghum and products,2016,2016,g/cap/d,0.08,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2518,Sorghum and products,2017,2017,kg/cap,0.6,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2518,Sorghum and products,2017,2017,g/cap/d,0.15,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2518,Sorghum and products,2017,2017,g/cap/d,0.04,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2518,Sorghum and products,2018,2018,kg/cap,0.7,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2518,Sorghum and products,2018,2018,g/cap/d,0.18,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2518,Sorghum and products,2018,2018,g/cap/d,0.05,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2518,Sorghum and products,2019,2019,kg/cap,0.46,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2518,Sorghum and products,2019,2019,g/cap/d,0.12,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2518,Sorghum and products,2019,2019,g/cap/d,0.03,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2518,Sorghum and products,2020,2020,kg/cap,0.36,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2518,Sorghum and products,2020,2020,g/cap/d,0.09,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2518,Sorghum and products,2020,2020,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2518,Sorghum and products,2021,2021,kg/cap,0.25,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2518,Sorghum and products,2021,2021,g/cap/d,0.06,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2518,Sorghum and products,2021,2021,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2518,Sorghum and products,2022,2022,kg/cap,0.19,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2518,Sorghum and products,2022,2022,g/cap/d,0.05,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2518,Sorghum and products,2022,2022,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2518,Sorghum and products,2023,2023,kg/cap,0.15,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2518,Sorghum and products,2023,2023,g/cap/d,0.04,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2518,Sorghum and products,2023,2023,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2520,"Cereals, other",2010,2010,kg/cap,0.13,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2520,"Cereals, other",2010,2010,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2520,"Cereals, other",2010,2010,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2520,"Cereals, other",2011,2011,kg/cap,0.06,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2520,"Cereals, other",2011,2011,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2520,"Cereals, other",2011,2011,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2520,"Cereals, other",2012,2012,kg/cap,0.09,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2520,"Cereals, other",2012,2012,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2520,"Cereals, other",2012,2012,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2520,"Cereals, other",2013,2013,kg/cap,0.2,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2520,"Cereals, other",2013,2013,g/cap/d,0.05,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2520,"Cereals, other",2013,2013,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2520,"Cereals, other",2014,2014,kg/cap,0.09,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2520,"Cereals, other",2014,2014,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2520,"Cereals, other",2014,2014,g/cap/d,0,E,Estimated value,
